Table ID,Table Label,Data Type,Category,Confidence,Record Family,Is Custom
EmployeeSubsidiaryRelationship,Employee-Subsidiary Relationship,Setup Data,Subsidiaries,high,ENTITY,No
EmployeeTaxInfo,Employee Tax Information,List Data,Employees,high,ENTITY,No
EmployeeType,Employee Type,List Data,Employees,high,ENTITY,No
EmployeeTypeCategory,Employee Type Category,Setup Data,Marketing,high,ENTITY,No
EmployeeStatusCategory,Employment Status Category,Setup Data,Marketing,high,ENTITY,No
CUSTOMRECORD_EVD_ENABLEVALIDATIONS,Enable Validations/Default Discount,Transaction Data,Inventory,medium,CUSTOM,Yes
CUSTOMRECORD_ENCRYPTION_DETAILS,Encryption Details,Customizations,Custom Records,high,CUSTOM,Yes
EndToEndTime,End To End Time,Transaction Data,Employees,medium,OTHER,No
CUSTOMRECORD_NS_IBE_PROJECT,Engagement,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_NS_IBE_ENGAGEMENT_TYPES,Engagement Types,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_SCM_ECN_ENGR_CHANGE_ORDER,Engineering Change Order,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_SCM_ECO_DETAIL,Engineering Change Order Detail,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_SCM_ECN_ECO_TYPE,Engineering Change Order Type,Customizations,Custom Records,high,CUSTOM,Yes
entity,Entity,List Data,Relationships,high,OTHER,No
entityAccountMapping,Entity Account Mapping,Setup Data,Accounting,high,ACCOUNTING,No
CUSTOMLIST_2663_ENTITY_BANK_TYPE,Entity Bank Detail Type,List Data,Relationships,high,OTHER,No
EntityCategory,Entity Category,Setup Data,Marketing,high,OTHER,No
EntityListType,Entity List Type,List Data,Relationships,high,OTHER,No
EntityStatus,Entity Status,List Data,Relationships,high,OTHER,No
EntityStatusHistory,Entity Status History,List Data,Relationships,high,OTHER,No
EntitySubsidiaryRelationship,Entity-Subsidiary Relationship,Setup Data,Company,medium,SETUP,No
EntityType,Entity Type,List Data,Relationships,high,OTHER,No
Entryformtemplate,Entry Form,System Data,Other System,low,OTHER,No
CUSTOMLIST_NS_IBE_ENVIRONMENT_TYPES,Environment types,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_EP_COMPANY_INFORMATION,EP Company Information,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_2663_DUMMY_LIST,EP Dummy List,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_2663_EXECUTION_LOG,EP Execution Log,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_15906_EP_LOG_TYPE,EP Log Type,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_2663_OUTPUT_FILE_ENCODING,EP Output File Encoding,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_2663_EP_PROCESS,EP Process,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_2663_QUEUE_SETTINGS,EP Queue Settings,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_EP_PROC_RESULTS,EP Thread Processing Results,List Data,Employees,high,CUSTOM,Yes
payrollBatchError,Error,List Data,Employees,high,OTHER,No
escalationTerritory,Escalation Assignment,Setup Data,Sales,high,OTHER,No
estimate,Estimate,System Data,Other System,low,OTHER,No
Ethnicity,Ethnicity,System Data,Other System,low,OTHER,No
CalendarEvent,Event,List Data,Activities,high,OTHER,No
BaseEvent,Event,List Data,Activities,high,OTHER,No
EventPriority,Event Priority,List Data,Activities,high,OTHER,No
EventResponse,Event Response,List Data,Activities,high,OTHER,No
EventType,Event Type,List Data,Activities,high,OTHER,No
FulfillmentExceptionType,Exception Type,Transaction Data,Order Management,high,OTHER,No
executionContext,Execution Context,System Data,Other System,low,OTHER,No
UsrExecutionLog,Execution Log,System Data,Audit,high,OTHER,No
expenseAmortizationEvent,Expense Amortization Event,List Data,Activities,high,OTHER,No
expensePlan,Expense Amortization Plan,Transaction Data,Employees,medium,OTHER,No
expenseAmortizationRule,Expense Amortization Rule,Setup Data,Sales,high,OTHER,No
ExpenseCategory,Expense Category,Setup Data,Marketing,high,OTHER,No
expenseItem,Expense Item,List Data,Items,high,ITEM,No
expenseReport,Expense Report,Transaction Data,Purchases,high,OTHER,No
ExpenseReportPolicy,Expense Report Policy,Transaction Data,Purchases,high,OTHER,No
CUSTOMRECORD_EXPORT_FILE_TYPES,Export File Type,Transaction Data,Purchases,high,CUSTOM,Yes
pickActionFailureReason,Failure Reason,Transaction Data,Sales,high,OTHER,No
FairValueDimension,Fair Value Dimension,System Data,Other System,low,OTHER,No
FairValueFormula,Fair Value Formula,System Data,Other System,low,OTHER,No
FairValuePrice,Fair Value Price,System Data,Other System,low,OTHER,No
FairValueRangePolicy,Fair Value Range Checking Policy,Transaction Data,Bank,high,OTHER,No
CUSTOMLIST_FAM_LIST_ACCRUAL_CONVENTION,FAM Accrual Convention,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NCFAR_ALTDEPRECIATION,FAM Alternate Depreciation,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NCFAR_ALTMETHODS,FAM Alternate Methods,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_NCFAR_ANNUALENTRY,FAM Annual Method Entry,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NCFAR_ASSET,FAM Asset,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_FAM_ASSETFIELDIDTYPE,FAM Asset Field ID Type,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NCFAR_ASSETPROPOSAL,FAM Asset Proposal,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMLIST_NCFAR_PROPOSALSTATUS,FAM Asset Proposal Status,Transaction Data,Purchases,high,OTHER,No
CUSTOMRECORD_FAM_ASSETREGISTERREPLINE,FAM Asset Register Rep Line,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_FAM_ASSETREGISTERREP,FAM Asset Register Report,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_FAM_ASSETRESETDATA,FAM Asset Reset Data,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_FAM_ASSET_SPLIT_RULES,FAM Asset Split Rules,Setup Data,Sales,high,OTHER,No
CUSTOMLIST_NCFAR_ASSETSTATUS,FAM Asset Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_FAM_ASSETSUMMARYREPLINE,FAM Asset Summary Rep Line,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_FAM_ASSETSUMMARYREP,FAM Asset Summary Report,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_NCFAR_TRANSFERACCOUNTS,FAM Asset Transfer Accounts,Setup Data,Accounting,high,ACCOUNTING,Yes
CUSTOMRECORD_NCFAR_ASSETTYPE,FAM Asset Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NCFAR_ASSETUSAGE,FAM Asset Usage,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_FAM_ASSETVALUES,FAM Asset Values,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_NCFAR_CONVENTIONS,FAM Conventions,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_FAM_DATERANGE_SHORTCUTS,FAM Date Range Shortcuts,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NCFAR_ALTDEPRDEF,FAM Default Alt Depreciation,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_NCFAR_DEPRACTIVE,FAM Depreciation Active,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NCFAR_DEPRHISTORY,FAM Depreciation History,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NCFAR_DEPRMETHOD,FAM Depreciation Method,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_FAM_DEPRMONTHREPORTLINE,FAM Depreciation Monthly Report Line,List Data,Employees,high,CUSTOM,Yes
CUSTOMLIST_NCFAR_DEPRPERIOD,FAM Depreciation Period,Setup Data,Accounting,high,OTHER,No
CUSTOMLIST_FAM_DEPR_TABLES,FAM Depreciation Rate Tables,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NCFAR_DEPRRULES,FAM Depreciation Rules,Setup Data,Sales,high,OTHER,No
CUSTOMRECORD_FAM_DEPRSCHEDREPORT,FAM Depreciation Schedule Report,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_FAM_DEPRSCHEDREPORTLINE,FAM Depreciation Schedule Report Line,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMLIST_NCFAR_DEPRHISTMETHODS,FAM Depr History Methods,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_NCFAR_DISPOSALTYPE,FAM Disposal Type,Transaction Data,Purchases,high,OTHER,No
CUSTOMLIST_FAM_ERRORHANDLINGTYPE,FAM Error Handling Type,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NCFAR_EXPENSEINCOME,FAM Expense/Income,Transaction Data,Employees,medium,CUSTOM,Yes
CUSTOMLIST_FAM_LIST_FINAL_CONVENTION,FAM Final Period Convention,Setup Data,Accounting,high,OTHER,No
CUSTOMLIST_FAM_FORECASTSTATUS,FAM Forecast Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_ASSETLIFETIMES,FAM Lifetimes,Transaction Data,Employees,medium,CUSTOM,Yes
CUSTOMLIST_FAR_MONTHNAMES,FAM Month Names,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_FAM_PAPERORIENTATION,FAM Paper Orientation,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_FAM_PAPERSIZE,FAM Paper Size,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_FAM_LIST_PERIOD_CONVENTION,FAM Period Convention,Setup Data,Accounting,high,OTHER,No
CUSTOMRECORD_FAM_PROCESS,FAM Process,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_FAM_PROCSTATUS,FAM Process Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NCFAR_ALTDEPR_PROPOSAL,FAM Proposal Alt Depreciation,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_FAM_RECENT_DIAGNOSIS,FAM Recent Diagnosis,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_REPAIRMAINTCATEGORY,FAM Repair & Maint Category,Setup Data,Marketing,high,CUSTOM,Yes
CUSTOMRECORD_REPAIRMAINTSUBCATEGORY,FAM Repair & Maint Sub A,Setup Data,Marketing,high,CUSTOM,Yes
CUSTOMRECORD_REPAIRMAINTSUBCATEGORYB,FAM Repair & Maint Sub B,Setup Data,Marketing,high,CUSTOM,Yes
CUSTOMRECORD_FAM_REPORT,FAM Report,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_FAM_REPORT_TEMPLATE,FAM Report Template,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMLIST_FAM_REPORTTYPES,FAM Report Types,Transaction Data,Purchases,high,OTHER,No
CUSTOMLIST_NCFAR_REVISIONRULES,FAM Revision Rules,Setup Data,Sales,high,OTHER,No
CUSTOMLIST_FAM_ROUNDINGMETHODS,FAM Rounding Methods,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_FAM_SCHEDULE_OPTIONS,FAM Schedule Options,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_FAM_SETUPSUMMARY,FAM Setup Summary,Setup Data,Company,high,OTHER,No
CUSTOMRECORD_FAM_SPECIALDEPRECIATION,FAM Special Depreciation,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMTRANSACTION_FAM_SPECIALDEPR_JRN,FAM Special Depreciation Entry,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMLIST_FAM_PROCSTAGESTATUS,FAM Stage Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_NCFAR_SYSTEMSETUP,FAM System Setup,Setup Data,Company,high,CUSTOM,Yes
CUSTOMLIST_NCFAR_TAXMETHODSTATUS,FAM Tax Method Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_FAM_TPAF_MAPPING,FAM Transaction Field Map,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_NCFAR_TRANSACTIONTYPE,FAM Transaction Type,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMLIST_NCFAR_UNITMEASURMENT,FAM Unit of Measurement,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_FAM_LIST_USEDACCOUNTS,FAM Used Accounts,Setup Data,Accounting,high,ACCOUNTING,No
FaxTemplate,Fax Template,System Data,Other System,low,OTHER,No
CompanyFeatureSetup,Features,Setup Data,Company,high,OTHER,No
CustomFieldAll,Field,Customizations,Custom Objects,high,OTHER,No
SystemNoteField,Field,List Data,Communications,high,OTHER,No
scriptEventType,Field Type,List Data,Activities,high,OTHER,No
scriptFieldType,Field Type,Customizations,Scripts,high,OTHER,No
File,File,System Data,Other System,low,OTHER,No
CUSTOMRECORD_DAD_ENABLED_RECORD_TYPE,File Drag and Drop Record Type,Customizations,Custom Records,high,CUSTOM,Yes
payItemStatus,Filing Status,List Data,Items,high,ITEM,No
PlanningEngineFilterType,Filter Type,Customizations,Custom Objects,medium,OTHER,No
FinChrg,FIN_CHRG,List Data,Employees,high,OTHER,No
FinancialException,Financial Exception,System Data,Other System,low,OTHER,No
FinancialExceptionTransactionReference,Financial Exception Transaction Reference,Transaction Data,Bank,medium,TRANSACTION,No
financialInstitution,Financial Institution,System Data,Other System,low,OTHER,No
fiConnectivityPlugin,Financial Institution Connectivity Plug-in,System Data,Other System,low,OTHER,No
FIParserPlugin,Financial Institution Parser Plug-in,System Data,Other System,low,OTHER,No
FirstRunTimeSelect,First Run Time Select,Transaction Data,Employees,medium,OTHER,No
FirstVisit,First Site Visit,System Data,Other System,low,OTHER,No
FiscalCalendar,Fiscal Calendar,Setup Data,Accounting,high,OTHER,No
FixedAmountProjectRevenueRule,Fixed Amount Project Revenue Rule,Setup Data,Sales,high,OTHER,No
CUSTOMTRANSACTION_FAM_DEPR_JRN,Fixed Asset Depreciation Entry,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMTRANSACTION_FAM_DISP_JRN,Fixed Asset Disposal Entry,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMTRANSACTION_FAM_REVALUATION_JRN,Fixed Asset Revaluation Entry,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMTRANSACTION_FAM_TRANSFER_JRN,Fixed Asset Transfer Entry,Transaction Data,Bank,high,TRANSACTION,No
FolderType,Folder Type,Customizations,Custom Objects,medium,OTHER,No
font,Font,System Data,Other System,low,OTHER,No
Forecast,Forecast,System Data,Other System,low,OTHER,No
ForecastType,Forecast Type,Customizations,Custom Objects,medium,OTHER,No
CUSTOMRECORD_2663_FORMAT_DETAILS,Format Details,Customizations,Custom Records,high,CUSTOM,Yes
formatProfile,Format Profile,System Data,Other System,low,OTHER,No
EventFrequency,Frequency,List Data,Activities,high,OTHER,No
FrequencyType,Frequency,Customizations,Custom Objects,medium,OTHER,No
FulfillmentChoice,Fulfillment Choice,Transaction Data,Order Management,high,OTHER,No
fulfillmentExceptionReason,Fulfillment Exception Reason,Transaction Data,Sales,high,OTHER,No
fulfillmentRequest,Fulfillment Request,Transaction Data,Order Management,high,OTHER,No
FulfillmentRequestType,Fulfillment Type,Transaction Data,Order Management,high,OTHER,No
FullSubsidiaryHierarchy,Full Subsidiary Hierarchy,Setup Data,Company,medium,SETUP,No
CUSTOMRECORD_NS_IMP_GAP,Gaps,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NS_IBE_GAP_TYPES,Gap Types,Customizations,Custom Records,high,CUSTOM,Yes
gatewayTokenFamily,Gateway Token Family,Setup Data,Marketing,high,OTHER,No
generalToken,General Token,List Data,Payment Instruments,high,OTHER,No
GenericResource,Generic Resource,Transaction Data,Sales,high,OTHER,No
GenericResourceSubsidiaryRelationship,Generic Resource-Subsidiary Relationship,Setup Data,Company,medium,SETUP,No
Geography,Geography,System Data,Other System,low,OTHER,No
GeolocationMethod,Geolocation Method,Setup Data,Company,medium,SETUP,No
GiftCertificate,Gift Certificate,System Data,Other System,low,OTHER,No
giftCertificateItem,Gift Certificate Item,List Data,Items,high,ITEM,No
GLNumberingSequence,GL Audit Numbering Sequence,System Data,Audit,high,OTHER,No
GLImpactAdjustment,GL Impact Adjustment,Transaction Data,Inventory,medium,OTHER,No
GlobalAccountMapping,Global Account Mapping,Setup Data,Accounting,high,ACCOUNTING,No
GlobalInventoryRelationship,Global Inventory Relationship,List Data,Items,high,OTHER,No
goal,Goal,System Data,Other System,low,OTHER,No
goalstatus,Goal,System Data,Other System,low,OTHER,No
goalmood,Goal,System Data,Other System,low,OTHER,No
GovernmentIssuedIdType,Government-Issued ID Type,Customizations,Custom Objects,medium,OTHER,No
EntityGroupRestriction,Group,List Data,Relationships,high,OTHER,No
EntityGroup,Group,List Data,Relationships,high,OTHER,No
GroupingSegment,Grouping Segment,System Data,Other System,low,OTHER,No
ComSearchGroupSynonym,Group Synonym,System Data,Other System,low,OTHER,No
entityGroupType,Group Type,List Data,Relationships,high,OTHER,No
paymentHandlingMode,Handling Mode,List Data,Payment Instruments,medium,TRANSACTION,No
CUSTOMLIST_MCTMS_HANDLING_UNIT_TYPES,Handling Unit Types,Customizations,Custom Lists,high,OTHER,No
HostedPage,Hosted Page,System Data,Other System,low,OTHER,No
ImportedEmployeeExpense,Imported Employee Expense,List Data,Employees,high,ENTITY,No
ImportedEmployeeExpenseStatus,Imported Employee Expense Status,List Data,Employees,high,ENTITY,No
CUSTOMLIST_3038_IMPORT_STATUS,Import Status,Transaction Data,Purchases,high,OTHER,No
CUSTOMLIST_3038__IMPORT_TASK_TYPE,Import Task Type,List Data,Activities,high,OTHER,No
InboundShipmentPOItem,Inbound_PO_Item,List Data,Items,high,ITEM,No
InboundShipment,Inbound Shipment,Transaction Data,Order Management,high,OTHER,No
Incoterm,Incoterm,System Data,Other System,low,OTHER,No
IncotermType,Incoterm Type,Customizations,Custom Objects,medium,OTHER,No
infoItem,Info Item,List Data,Items,high,ITEM,No
integrationApp,Integration,System Data,Integration,high,OTHER,No
RecSysAnalyticsReport,Intelligent Item Recommendations,List Data,Items,high,OTHER,No
RecSysAnalyticsReportAgg,Intelligent Item Recommendations,List Data,Items,high,OTHER,No
RecSysConversion,Intelligent Recommendations Analytics-Transaction Line Relationship,System Data,Workflow,high,OTHER,No
IntercompanyAllocationSchedule,Intercompany Allocation Schedule,Setup Data,Company,high,SETUP,No
IntercompanyJournalEntry,Intercompany Journal,Setup Data,Company,high,OTHER,No
IntercoStatus,Intercompany Status,Setup Data,Company,high,OTHER,No
CUSTOMLIST_SHIPC_INT_TAXID_TYPE,Int Tax Id Type List,Customizations,Custom Lists,high,OTHER,No
InvDistr,INV_DISTR,System Data,Other System,low,OTHER,No
inventoryAdjustment,Inventory Adjustment,List Data,Items,high,OTHER,No
CUSTOMRECORD_ATLAS_INV_ADJ_REASN,Inventory Adjustment Reason,List Data,Items,high,CUSTOM,Yes
InventoryBalance,Inventory Balance,List Data,Items,high,OTHER,No
InventoryCostRevaluation,Inventory Cost Revaluation,List Data,Items,high,OTHER,No
InventoryCostTemplate,Inventory Cost Template,List Data,Items,high,OTHER,No
InventoryCount,Inventory Count,List Data,Items,high,OTHER,No
inventoryDistribution,Inventory Distribution,List Data,Items,high,OTHER,No
inventoryItem,Inventory Item,List Data,Items,high,ITEM,No
itemType,Inventory Item Type,List Data,Items,high,ITEM,No
CUSTOMLIST_EB_INVENTORY_PACKAGE,Inventory Package,List Data,Items,high,OTHER,No
CUSTOMRECORD_EB_INV_PGK_RESTRICTION,Inventory Package Restrictions - Valid,List Data,Items,high,CUSTOM,Yes
CUSTOMRECORD_EB_INVENTORY_PACKAGE,Inventory Packages - Valid,List Data,Items,high,CUSTOM,Yes
standardcostdefaulttype,Inventory Standard Cost,List Data,Items,high,OTHER,No
inventoryStatus,Inventory Status,List Data,Items,high,OTHER,No
InventoryStatusChange,Inventory Status Change,List Data,Items,high,OTHER,No
inventoryTransfer,Inventory Transfer,List Data,Items,high,OTHER,No
InventoryWorksheet,Inventory Worksheet,List Data,Items,high,OTHER,No
Invoice,Invoice,Transaction Data,Bank,medium,TRANSACTION,No
InvoiceGroup,Invoice Group,Transaction Data,Bank,medium,TRANSACTION,No
Issue,Issue,System Data,Other System,low,OTHER,No
IssueExternalStatus,Issue External Status,System Data,Other System,low,OTHER,No
IssuePriority,Issue Priority,System Data,Other System,low,OTHER,No
IssueRelationshipDirection,Issue relationship type,Customizations,Custom Objects,medium,OTHER,No
IssueReproducibility,Issue Reproducibility,System Data,Other System,low,OTHER,No
IssueRole,Issue Role,Setup Data,Users,high,OTHER,No
IssueStatus,Issue Status,System Data,Other System,low,OTHER,No
IssueTrackCode,Issue Tracking Mode,System Data,Other System,low,OTHER,No
IssueType,Issue Type,Customizations,Custom Objects,medium,OTHER,No
IssueVersionRelation,Issue Version Relation,System Data,Other System,low,OTHER,No
itemBase,Item,List Data,Items,high,ITEM,No
generalizedItem,Item,List Data,Items,high,ITEM,No
item,Item,List Data,Items,high,ITEM,No
CUSTOMRECORD_ITEM360_USER_ACCESS,Item 360 Access,Setup Data,Users,high,ITEM,Yes
CUSTOMRECORD_ITEM360_CRITERIA_CONFIG,Item 360 Criteria Configuration,Setup Data,Company,high,ITEM,Yes
CUSTOMRECORD_ITEM360_CRITERIA_GRID,Item 360 Criteria Grid,List Data,Items,high,ITEM,Yes
ItemAccountMapping,Item Account Mapping,Setup Data,Accounting,high,ITEM,No
CUSTOMLIST_EB_ITEM_APPROVAL_STATUS,Item Approval Statuts,List Data,Items,high,ITEM,No
CUSTOMLIST_EB_ITEM_CATEGORY_LIST,Item Categories,Setup Data,Marketing,high,ITEM,No
CUSTOMRECORD_EDP_ITEM_CATEGORY,Item Category,Setup Data,Marketing,high,ITEM,Yes
CUSTOMLIST_EB_ITEM_CATEGORY_TYPE,Item Category Type,Setup Data,Marketing,high,ITEM,No
ItemClassification,Item Classification,Setup Data,Classifications,high,ITEM,No
ItemCollection,Item Collection,List Data,Items,high,ITEM,No
CUSTOMRECORD_SC_ITEM_COUNT,Item Count,List Data,Items,high,ITEM,Yes
CUSTOMRECORD_SC_ITEM_COUNT_DETAILS,Item Count Details,List Data,Items,high,ITEM,Yes
CUSTOMLIST_SC_ITEM_COUNT_STATUSES,Item Count Statuses,List Data,Items,high,ITEM,No
ItemDemandPlan,Item Demand Plan,List Data,Items,high,ITEM,No
CUSTOMLIST_EB_ITEM_DESCRIPTION,Item Description,List Data,Items,high,ITEM,No
CUSTOMRECORD_EB_ITEM_DESCRIPTION,Item Descriptions - Valid,List Data,Items,high,ITEM,Yes
OrderReservationFulfillment,Item Fulfillment,List Data,Items,high,OTHER,No
itemFulfillment,Item Fulfillment,List Data,Items,high,ITEM,No
itemGroup,Item Group,List Data,Items,high,ITEM,No
ItemCollectionItemMap,Item-Item Collection Relationship,List Data,Items,high,ITEM,No
itemLocationConfiguration,Item Location Configuration,Setup Data,Company,high,ITEM,No
InvtItemPriceHistory,Item Pricing,List Data,Items,high,ITEM,No
ItemProcessFamily,Item Process Family,Setup Data,Marketing,high,ITEM,No
itemProcessGroup,Item Process Group,List Data,Items,high,ITEM,No
ItemReceipt,Item Receipt,List Data,Items,high,ITEM,No
ItemRevenueCategory,Item Revenue Category,Setup Data,Marketing,high,ITEM,No
ItemRevision,Item Revision,List Data,Items,high,ITEM,No
ItemSegment,Item Segment,List Data,Items,high,ITEM,No
ItemSegmentIncludingSynthetic,Item Segment,List Data,Items,high,ITEM,No
CUSTOMRECORD_EVD_ITEMSET,Item Set,List Data,Items,high,ITEM,Yes
ItemSource,Item Source,List Data,Items,high,ITEM,No
CUSTOMRECORD_EB_ITEM_STATE_PERMISSION,Item State Permissions,Setup Data,Users,high,ITEM,Yes
CUSTOMRECORD_SCM_ITEM_SUBSTITUTE,Item Substitute,List Data,Items,high,ITEM,Yes
ItemSubtype,Item subtype,List Data,Items,high,ITEM,No
ItemSupplyPlan,Item Supply Plan,List Data,Items,high,ITEM,No
PresItemType,Item Type,List Data,Items,high,ITEM,No
ItemUnit,Item unit,List Data,Items,high,ITEM,No
CUSTOMRECORD_MODE_OF_TRANSPORT,ITR Mode of Transport,Transaction Data,Purchases,high,CUSTOM,Yes
HcmJob,Job,System Data,Other System,low,OTHER,No
CUSTOMRECORD_L10N_JOB_PROP,Job Property,Customizations,Custom Records,high,CUSTOM,Yes
JobRequisition,Job Requisition,Transaction Data,Purchases,high,OTHER,No
JobRequisitionPostingType,Job Requisition Posting Type,Transaction Data,Purchases,high,OTHER,No
JobRequisitionStatus,Job Requisition Status,Transaction Data,Purchases,high,OTHER,No
ProjectResourceAggregate,Job Resource,Transaction Data,Sales,high,OTHER,No
CUSTOMRECORD_L10N_JOB_RULE,Job Rule,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_L10N_JOB_RULE_PROP,Job Rule Property,Setup Data,Sales,high,CUSTOM,Yes
ProjectSubsidiaryRelationship,Job-Subsidiary Relationship,Setup Data,Company,medium,SETUP,No
JournalEntry,Journal,Transaction Data,Financial,high,OTHER,No
Journal,Journal,Transaction Data,Financial,high,OTHER,No
CUSTOMRECORD_NS_PM_KEY_MILESTONES,Key Milestones,Customizations,Custom Records,high,CUSTOM,Yes
kitItem,Kit/Package,List Data,Items,high,ITEM,No
KnowledgeBase,Knowledge Base,System Data,Other System,low,OTHER,No
Kudos,Kudos,System Data,Other System,low,OTHER,No
LaborBasedProjectRevenueRule,Labor Based Project Revenue Rule,Setup Data,Sales,high,OTHER,No
LaborCategory,Labor Category,Setup Data,Marketing,high,OTHER,No
LaborCostCard,Labor Cost Card,List Data,Payment Instruments,medium,OTHER,No
LaborCostCardSegment,Labor Cost Card Segment,List Data,Payment Instruments,medium,OTHER,No
LaborCostElement,Labor Cost Element,System Data,Other System,low,OTHER,No
LagType,Lag Type,Customizations,Custom Objects,medium,OTHER,No
LandedCostItem,Landed Cost Item,List Data,Items,high,ITEM,No
CUSTOMRECORD_SCM_LC_PROFILE,Landed Cost Template,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_SCM_LC_PROFILE_DETAIL,Landed Cost Template Detail,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_SCM_LC_MAPPING,Landed Cost Template Mapping,Customizations,Custom Records,high,CUSTOM,Yes
Language,Language,System Data,Other System,low,OTHER,No
CUSTOMRECORD_LSA,Last Sales Activity Record,List Data,Activities,high,CUSTOM,Yes
LeadSource,Lead Source,List Data,Relationships,high,OTHER,No
CUSTOMTRANSACTION_FAM_LEASEPROPOSAL,Lease,Transaction Data,Bank,medium,TRANSACTION,No
CUSTOMRECORD_FAM_LEASECONTRACT,Lease Contract,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_FAM_LEASEPAYMENTS,Lease Payments,List Data,Payment Instruments,medium,TRANSACTION,Yes
MailTemplate,Letter Template,System Data,Other System,low,OTHER,No
CUSTOMLIST_DL_LEVEL_WISE_RECIPIENT,Level Wise Recipient,Customizations,Custom Lists,high,OTHER,No
LiaAdjst,LIA_ADJST,System Data,Other System,low,OTHER,No
LiabPymt,LIAB_PYMT,System Data,Other System,low,OTHER,No
CUSTOMRECORD_8299_LICENSE_CACHE,License Cache,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_8299_LICENSE_CACHE_STATUS,License Cache Status,Customizations,Custom Lists,high,OTHER,No
